Chromosome	End	cM
chr17	9589070	38.369
chr17	9671477	38.671
chr17	9789655	38.671
chr17	9789663	39.879
chr17	9790616	39.879
chr17	9799922	40.209
chr17	9892955	41.692
chr17	9906784	41.692
chr17	9906813	41.994
chr17	10039030	42.400
chr17	10246817	42.563
chr17	10291996	42.804
chr17	10313313	42.901
chr17	10576012	42.901
chr17	10591579	43.505
chr17	10626890	43.505
chr17	10627958	43.807
chr17	10627978	43.807
chr17	10793780	44.109
chr17	11017944	44.109
chr17	11017953	44.411
chr17	11149610	44.411
chr17	11191007	44.713
chr17	11222222	44.713
chr17	11265331	45.015
chr17	12290707	45.015
chr17	12342228	45.317
chr17	12621891	45.317
chr17	12676947	45.620
chr17	12937158	45.620
chr17	12950183	45.922
chr17	13362256	45.922
chr17	13407797	46.224
chr17	13407869	46.224
chr17	13435221	46.526
chr17	13435234	46.526
chr17	13469444	47.318
chr17	13469478	47.318
chr17	13490394	47.472
chr17	13784300	48.037
chr17	13947098	48.037
chr17	13970332	48.339
chr17	14773299	48.339
chr18	0	0.000
chr18	628045	0.000
chr18	705844	0.302
chr18	845953	0.302
chr18	853954	0.472
chr18	860128	0.906
chr18	860160	0.906
chr18	964928	0.906
chr18	1023498	1.209
chr18	1298778	1.209
chr18	1340597	1.813
chr18	1387738	1.813
chr18	1466647	2.115
chr18	1702856	2.115
chr18	1702888	2.115
chr18	1706453	2.453
chr18	1733273	2.719
chr18	1936326	2.719
chr18	2002138	2.864
chr18	2073754	3.323
chr18	2073790	3.323
chr18	2107174	3.323
chr18	2107206	3.324
chr18	2121555	3.704
chr18	2121556	3.704
chr18	2140073	4.409
chr18	2162538	4.532
chr18	2177480	4.532
chr18	2301038	4.834
chr18	2301136	4.834
chr18	2349189	5.136
chr18	2349226	5.136
chr18	2523066	5.438
chr18	2595616	5.438
chr18	2746307	5.740
chr18	2746316	6.345
chr18	2866577	6.647
chr18	2884278	6.647
chr18	2942704	6.949
chr18	3040497	6.949
chr18	3040509	7.251
chr18	3285988	7.251
chr18	3308062	7.553
chr18	3425491	7.553
chr18	3432093	7.564
chr18	3516259	9.546
chr18	3600053	10.015
chr18	3600081	10.307
chr18	3600082	10.327
chr18	3600086	10.327
chr18	3732394	11.141
chr18	3744791	11.188
chr18	3761681	11.188
chr18	3795082	11.474
chr18	3797042	11.796
chr18	3986949	12.095
chr18	4179477	12.095
chr18	4278389	12.397
chr18	4278404	12.397
chr18	4361656	12.699
chr18	4392430	12.699
chr18	4434335	13.001
chr18	4563842	13.001
chr18	4618164	13.208
chr18	4643146	13.605
chr18	4677343	13.605
chr18	4762623	14.199
chr18	4763437	14.202
chr18	4763461	14.504
chr18	4765810	14.512
chr18	4887078	14.512
chr18	4919459	14.814
chr18	5002411	14.814
chr18	5057642	15.116
chr18	5336287	15.116
chr18	5418494	15.988
chr18	5428936	16.022
chr18	5686378	16.022
chr18	5686647	16.324
chr18	5737562	16.627
chr18	5770705	16.929
chr18	5907045	16.929
chr18	5943166	17.231
chr18	6137533	17.231
chr18	6225282	17.533
chr18	6225342	17.533
chr18	6239437	18.137
chr18	6261652	18.439
chr18	6281069	18.439
chr18	6356259	19.043
chr18	6566388	19.043
chr18	6637136	19.346
chr18	6689321	19.346
chr18	6705590	19.648
chr18	6929575	19.648
chr18	6929633	19.950
chr18	7072083	19.950
chr18	7072091	20.252
chr18	7262127	20.252
chr18	7269187	20.554
chr18	7374859	20.554
chr18	7374867	20.554
chr18	7374877	20.856
chr18	7374880	20.856
chr18	7447407	22.064
chr18	7447443	22.065
chr18	7449882	22.065
chr18	7449955	22.070
chr18	7454135	22.382
chr18	7755547	23.504
chr18	7796426	23.840
chr18	7848679	24.180
chr18	7848680	24.180
chr18	7938395	24.482
chr18	8302217	24.482
chr18	8356407	24.570
chr18	8356425	24.872
chr18	8477189	25.210
chr18	8520247	25.935
chr18	8614181	26.383
chr18	8673573	26.596
chr18	8673611	26.596
chr18	8677352	26.596
chr18	8677367	26.597
chr18	8777706	27.503
chr18	8874392	27.503
chr18	8926052	27.805
chr18	9036547	27.805
chr18	9043684	28.107
chr18	9092539	28.107
chr18	9207691	28.409
chr18	9207720	28.409
chr18	9207730	28.711
chr18	9207744	28.711
chr18	9338095	29.013
chr18	9338138	29.013
chr18	9338148	29.315
chr18	9663587	29.315
chr18	9679633	29.382
chr18	9736983	29.777
chr18	9788525	29.920
chr18	9788582	29.920
chr18	9788627	29.920
chr18	9809936	30.306
chr18	9864792	30.524
chr18	9864819	30.524
chr18	9999143	31.933
chr18	10016018	32.035
chr18	10080659	32.035
chr18	10109539	32.337
chr18	10109543	32.337
chr18	10134259	32.639
chr18	10258334	32.941
chr18	10345327	32.941
chr18	10396414	33.243
chr18	10420406	33.545
chr18	10425556	33.545
chr18	10549389	33.847
chr18	10575177	33.847
chr18	10575187	33.847
chr18	10679081	34.301
chr18	10753838	34.410
chr18	10782207	34.754
chr18	10782268	34.754
chr18	10852150	34.754
chr18	10852168	34.993
chr18	10852173	35.068
chr18	10905129	35.673
chr18	10913109	35.673
chr18	10963749	35.975
chr18	10963756	35.975
chr18	10963779	36.277
chr18	10963788	36.277
chr18	11033413	36.579
chr18	11041752	36.881
chr18	11050486	36.881
chr18	11169445	37.183
chr18	11284056	37.183
chr18	11312327	37.485
chr18	11703791	37.485
chr18	11714580	37.787
chr18	11714584	38.089
chr18	11756644	38.089
chr18	11802527	38.577
chr18	11831438	38.816
chr18	11831456	38.816
chr18	11874032	39.165
chr18	11874061	39.165
chr18	11907456	39.600
chr18	11907477	39.600
chr18	12081458	39.600
chr18	12081475	39.600
chr18	12109798	40.204
chr18	12173871	40.204
chr18	12176119	40.506
chr18	12312230	40.506
chr18	12335237	40.809
chr18	12346792	41.111
chr18	12372598	41.111
chr18	12383996	41.413
chr18	12390972	41.413
chr18	12430113	41.715
chr18	12482271	41.715
chr18	12560936	42.017
chr18	12637610	42.017
chr18	12651623	42.621
chr18	12746607	42.621
chr18	12746633	42.923
chr18	13039718	42.923
chr18	13099676	43.225
chr18	13210681	43.225
chr18	13250703	43.657
chr18	13304361	43.830
chr18	13545858	43.830
chr18	13585462	44.434
chr18	13746603	44.434
chr18	13841019	44.736
chr18	13841025	44.736
chr18	14037489	45.038
chr18	14054492	45.038
chr18	14091832	45.340
chr18	14113655	45.642
chr18	14215866	45.642
chr18	14234947	45.944
chr18	14454560	45.944
chr18	14560954	46.538
chr18	14564725	46.549
chr18	14573882	46.549
chr18	14573927	46.851
chr18	14629546	46.851
chr18	14716672	47.455
chr18	14812186	47.528
chr18	15111281	48.748
chr18	15176805	48.966
chr18	15197781	48.966
chr18	15197783	49.268
chr18	15250142	50.173
chr18	15250226	50.174
chr18	15359608	50.174
chr18	15359627	50.476
chr18	15417717	50.476
chr18	15418863	50.778
chr18	15718482	50.778
chr18	15718499	51.080
chr18	15718500	51.080
chr18	15755722	51.383
chr18	16042386	51.383
chr18	16042448	51.393
chr18	16044274	51.700
chr18	16044278	51.701
chr18	16077363	52.591
chr18	16230545	52.591
chr18	16240564	52.893
chr18	16803890	52.893
chr19	0	0.000
chr19	404841	0.000
chr19	470412	0.302
chr19	470450	0.302
chr19	485288	0.604
chr19	632694	0.604
chr19	693058	0.906
chr19	707358	0.906
chr19	720171	1.208
chr19	755813	1.208
chr19	804323	1.813
chr19	1010730	1.813
chr19	1045638	2.115
chr19	1064570	2.115
chr19	1212173	2.719
chr19	1655445	2.719
chr19	1685664	3.021
chr19	1732514	3.021
chr19	1771220	3.323
chr19	1771222	3.323
chr19	1805503	3.625
chr19	1805560	3.625
chr19	1858335	4.288
chr19	1868269	4.355
chr19	1956207	4.532
chr19	2129090	4.532
chr19	2181375	4.622
chr19	2181393	4.622
chr19	2299902	5.311
chr19	2304131	5.325
chr19	2377855	5.438
chr19	2426104	5.438
chr19	2585378	5.740
chr19	2585417	5.740
chr19	2763333	6.042
chr19	2765328	6.042
chr19	2765385	6.344
chr19	2783506	6.344
chr19	2783545	6.345
chr19	2807316	6.699
chr19	2893131	7.192
chr19	2919519	7.553
chr19	2924089	8.157
chr19	3113415	8.459
chr19	3357064	8.459
chr19	3357068	8.761
chr19	3470804	8.761
chr19	3513255	9.063
chr19	3550089	9.063
chr19	3771308	9.366
chr19	3783069	9.366
chr19	3783077	9.668
chr19	4204068	9.668
chr19	4248101	9.970
chr19	4396726	9.970
chr19	4507504	10.272
chr19	4547048	10.272
chr19	4567535	10.574
chr19	4610737	10.574
chr19	4653284	11.178
chr19	4696187	11.178
chr19	4696237	11.185
chr19	4704922	12.704
chr19	4704974	12.704
chr19	4738767	13.066
chr19	4857694	13.275
chr19	4867767	13.318
chr19	4945304	13.505
chr19	4982726	13.897
chr19	5080596	13.897
chr19	5128019	14.654
chr19	5174546	14.804
chr19	5431562	14.804
chr19	5431617	14.805
chr19	5509083	16.401
chr19	5518783	16.564
chr19	5537309	16.617
chr19	5699031	16.617
chr19	5699065	17.221
chr19	6070597	17.221
chr19	6153935	17.523
chr19	6211599	17.825
chr19	6265511	17.825
chr19	6365620	18.127
chr19	6401504	18.127
chr19	6437436	18.731
chr19	6437448	18.731
chr19	6473168	18.731
chr19	6569683	19.294
chr19	6585052	19.395
chr19	6598202	19.445
chr19	6648465	20.138
chr19	6689189	20.544
chr19	6689222	21.148
chr19	6689223	21.148
chr19	6798939	21.820
chr19	6868817	22.055
chr19	6887735	22.055
chr19	6931561	22.357
chr19	7114870	22.357
chr19	7121458	22.659
chr19	7147808	22.796
chr19	7179574	23.069
chr19	7179601	23.069
chr19	7236964	23.565
chr19	7341338	23.565
chr19	7429095	23.867
chr19	7470110	23.867
chr19	7501407	24.169
chr19	7585190	24.169
chr19	7591490	24.472
chr19	7644904	24.472
chr19	7821796	25.076
chr19	8045853	25.076
chr19	8091983	25.378
chr19	8156383	25.378
chr19	8199321	25.680
chr19	8199331	26.284
chr19	8210114	26.289
chr19	8265743	26.616
chr19	8401741	26.678
chr19	8412431	26.985
chr19	8458422	27.307
chr19	8571046	27.358
chr19	8571072	27.660
chr19	8790355	27.759
chr19	8869238	28.399
chr19	8869241	28.399
chr19	8869242	28.701
chr19	8869277	28.701
chr19	8894872	29.003
chr19	8920756	29.003
chr19	8946519	29.327
chr19	8946550	29.327
chr19	9177276	30.243
chr19	9279353	30.514
chr19	9279369	30.514
chr19	9335099	30.816
chr19	9448770	30.816
chr19	9449426	31.118
chr19	9497733	31.118
chr19	9514210	31.167
chr19	9633135	32.120
chr19	9683203	33.174
chr19	9703258	33.233
chr19	9752651	33.233
chr19	9817670	33.837
chr19	9817681	33.837
chr19	9877378	33.837
chr19	9954701	34.139
chr19	9954716	34.743
chr19	10144199	34.743
chr19	10210727	35.046
chr19	10349257	35.046
chr19	10395604	35.348
chr19	10412454	35.348
chr19	10481852	35.650
chr19	10617553	35.650
chr19	10645368	35.731
chr19	10661353	36.080
chr19	10720775	36.254
chr19	10748735	36.556
chr19	10901274	36.858
chr19	10901275	36.858
chr19	10904686	37.160
chr19	11059580	39.684
chr19	11059593	39.684
chr19	11068911	39.770
chr19	11124341	40.330
chr19	11181913	40.484
chr19	11199187	40.484
chr19	11240537	40.786
chr19	11259121	40.786
chr19	11259158	40.786
chr19	11312684	41.683
chr19	11313543	41.692
chr19	11454425	41.692
chr19	11454458	41.994
chr19	11765027	41.994
chr19	11828291	42.599
chr19	11904897	42.599
chr19	12009031	42.901
chr19	12009034	42.901
chr19	12031426	43.505
chr19	12072405	43.807
chr19	12120397	43.807
chr19	12124102	44.109
chr19	12781674	44.109
chr19	12839905	44.411
chr19	13116470	44.411
chr19	13154058	44.713
chr19	13302741	44.713
chr19	13380373	45.015
chr19	13636061	45.015
chr19	13747875	45.318
chr19	13917922	45.318
chr19	13917927	45.620
chr19	14024660	45.620
chr19	14036592	45.956
chr19	14131304	46.224
chr19	14273516	46.224
chr19	14277996	46.526
chr19	14340238	46.526
chr19	14340286	46.828
chr19	14348484	46.828
chr19	14554515	48.037
chr19	14581391	48.037
chr19	14581424	48.037
chr19	14628666	48.535
chr19	14654299	48.641
chr19	14654325	48.641
chr19	14654364	48.943
chr19	14699764	48.943
chr19	14781504	49.245
chr19	14991445	49.245
chr19	15071704	49.395
chr19	15153564	49.849
chr19	15162549	49.849
chr19	15248993	50.454
chr19	15249003	50.454
chr19	15249068	50.756
chr19	15292278	50.756
chr19	15292280	51.058
chr19	15515646	51.058
chr19	15515665	51.360
chr19	15548965	51.360
chr19	15548966	51.418
chr19	15548995	52.296
chr19	15562186	52.623
chr19	15586957	52.669
chr19	15692613	53.171
chr19	15708996	53.202
chr19	15734956	53.202
chr19	15762853	53.504
chr19	15762876	53.504
chr19	15829786	53.806
chr19	15862333	53.806
chr19	15882496	54.108
chr19	16399344	54.108
chr20	0	0.000
chr20	388050	0.000
chr20	388072	0.302
chr20	612987	0.302
chr20	612994	0.604
chr20	655141	0.604
chr20	690613	0.906
chr20	690619	0.906
chr20	706409	1.208
chr20	706506	1.208
chr20	736419	1.511
chr20	736446	1.511
chr20	801029	1.813
chr20	834275	1.813
chr20	924217	1.973
chr20	950868	2.322
chr20	1004265	2.417
chr20	1012798	2.417
chr20	1029304	2.689
chr20	1031126	3.323
chr20	1031130	3.323
chr20	1031153	3.323
chr20	1067521	3.691
chr20	1067542	3.691
chr20	1067553	3.918
chr20	1067557	4.314
chr20	1198773	4.551
chr20	1290287	4.853
chr20	1383989	4.853
chr20	1383994	4.853
chr20	1394708	5.426
chr20	1395918	5.457
chr20	1584252	5.457
chr20	1686929	5.759
chr20	1701203	5.759
chr20	1718435	6.061
chr20	1801149	6.061
chr20	1802040	6.066
chr20	1841815	6.578
chr20	1858332	6.666
chr20	1942211	6.666
chr20	1961426	7.270
chr20	1961480	7.874
chr20	2010291	8.176
chr20	2054234	8.176
chr20	2083690	8.478
chr20	2286923	8.478
chr20	2286936	8.478
chr20	2286949	9.082
chr20	2373030	9.845
chr20	2373079	9.845
chr20	2451689	10.100
chr20	2451699	10.100
chr20	2467513	10.424
chr20	2587485	10.593
chr20	2753980	11.197
chr20	2905985	11.197
chr20	2906005	11.499
chr20	3001921	11.499
chr20	3030080	11.801
chr20	3030104	11.801
chr20	3030122	12.406
chr20	3106086	12.406
chr20	3233034	12.552
chr20	3367952	12.960
chr20	3394911	13.057
chr20	3396718	13.060
chr20	3479017	13.504
chr20	3542578	13.614
chr20	3554219	13.614
chr20	3636303	13.916
chr20	3709726	13.916
chr20	3717174	14.576
chr20	3790141	15.125
chr20	3841619	15.125
chr20	3849066	15.142
chr20	3969738	15.729
chr20	4018721	15.729
chr20	4080358	16.104
chr20	4157207	16.874
chr20	4167557	16.937
chr20	4251550	17.240
chr20	4324610	17.240
chr20	4367513	17.542
chr20	4384297	17.542
chr20	4401222	17.984
chr20	4420867	18.146
chr20	4420871	18.448
chr20	4536828	18.448
chr20	4559224	18.750
chr20	4718232	18.750
chr20	4745017	19.052
chr20	4873368	19.052
chr20	4876982	19.354
chr20	5106321	19.354
chr20	5119743	19.657
chr20	6225084	19.657
chr20	6243712	19.959
chr20	6255162	19.959
chr20	6317869	20.261
chr20	6396510	20.563
chr20	6473699	20.563
chr20	6473735	20.563
chr20	6514160	21.025
chr20	6550243	21.167
chr20	6739933	21.167
chr20	6836452	21.332
chr20	6916929	21.609
chr20	7010060	22.073
chr20	7010066	22.073
chr20	7010081	22.073
chr20	7010130	22.376
chr20	7069125	22.376
chr20	7117839	22.678
chr20	7121597	22.678
chr20	7129181	23.884
chr20	7129246	23.886
chr20	7314048	23.886
chr20	7347667	24.490
chr20	7347688	25.699
chr20	7412336	25.784
chr20	7656605	27.014
chr20	7767786	27.161
chr20	7813423	27.188
chr20	7813488	27.189
chr20	7848257	27.356
chr20	7914468	27.633
chr20	7998334	28.943
chr20	8063872	29.293
chr20	8071303	29.324
chr20	8116568	29.324
chr20	8141695	29.626
chr20	8166539	29.678
chr20	8257547	30.630
chr20	8285770	30.832
chr20	8318512	30.997
chr20	8450208	31.137
chr20	8450266	31.137
chr20	8542273	31.439
chr20	8571666	31.741
chr20	8612569	31.741
chr20	8689480	32.043
chr20	8776396	32.648
chr20	8776473	32.648
chr20	8833694	32.950
chr20	8923516	32.950
chr20	9034833	33.252
chr20	9069143	33.252
chr20	9144131	33.554
chr20	9233338	33.554
chr20	9324955	33.660
chr20	9493995	34.104
chr20	9531152	34.158
chr20	9531161	34.460
chr20	9580060	34.460
chr20	9580062	34.460
chr20	9580079	34.762
chr20	9580098	35.065
chr20	9664722	35.461
chr20	9664725	35.461
chr20	9684749	35.786
chr20	9692664	35.814
chr20	9809471	36.530
chr20	9833128	36.556
chr20	9833143	36.858
chr20	9849894	36.877
chr20	10007738	36.877
chr20	10008328	37.179
chr20	10022467	37.179
chr20	10077145	37.481
chr20	10170691	37.481
chr20	10290316	38.086
chr20	10326190	38.086
chr20	10401392	38.388
chr20	10586419	38.388
chr20	10620492	38.690
chr20	10938768	38.690
chr20	10949329	38.992
chr20	10949336	38.992
chr20	10993277	39.061
chr20	11143031	39.596
chr20	11184324	39.596
chr20	11215142	39.898
chr20	11215151	39.898
chr20	11241454	40.200
chr20	11621920	40.200
chr20	11637287	40.805
chr20	11728492	40.805
chr20	11789901	41.698
chr20	11792738	41.711
chr20	11847054	41.711
chr20	11847083	41.711
chr20	11869840	41.871
chr20	11966808	42.854
chr20	11966827	43.156
chr20	11976158	43.222
chr20	12063256	43.222
chr20	12063285	43.222
chr20	12220315	44.128
chr20	12345136	44.674
chr20	12375018	44.732
chr20	12441943	44.732
chr20	12447219	45.034
chr20	12564913	45.034
chr20	12575372	45.336
chr20	12618836	45.336
chr20	12618853	45.337
chr20	12672793	45.941
chr20	12770904	45.941
chr20	12792628	46.004
chr20	12874668	46.545
chr20	12874681	46.545
chr20	12982310	47.149
chr20	13139031	47.149
chr20	13156281	47.451
chr20	13169873	47.451
chr20	13208516	47.753
chr20	13224219	47.753
chr20	13268095	48.055
chr20	13268117	48.055
chr20	13340468	48.358
chr20	13340479	48.358
chr20	13431881	48.660
chr20	13447975	48.660
chr20	13530129	49.206
chr20	13534303	49.218
chr20	13534316	49.520
chr20	13549798	49.566
chr20	13710930	49.566
chr20	13753046	49.868
chr20	13773968	49.868
chr20	13913127	50.170
chr20	14129869	50.170
chr20	14136932	50.472
chr20	14151204	50.472
chr20	14151215	51.077
chr20	14222904	51.379
chr20	14255466	51.379
chr20	14316442	51.681
chr20	14871695	51.681
chr21	0	0.000
chr21	668454	0.000
chr21	764659	0.302
chr21	764725	0.302
chr21	805977	0.906
chr21	894508	0.906
chr21	894536	0.906
chr21	981970	1.964
chr21	1069188	2.115
chr21	1244223	2.115
chr21	1250019	2.417
chr21	1271488	3.131
chr21	1368076	3.625
chr21	1387548	3.625
chr21	1410975	4.834
chr21	1410979	4.834
chr21	1457818	4.834
chr21	1457821	5.136
chr21	1851184	5.136
chr21	1942629	5.438
chr21	1952698	5.438
chr21	1986228	6.948
chr21	1986262	6.949
chr21	1994115	6.949
chr21	2179840	7.251
chr21	2239681	8.761
chr21	2528365	8.761
chr21	2569248	9.063
chr21	2592568	9.366
chr21	2612067	9.366
chr21	2689245	9.668
chr21	2689269	9.668
chr21	2712034	9.970
chr21	2832620	9.970
chr21	2869440	10.393
chr21	2924801	10.574
chr21	3242836	10.574
chr21	3257598	10.876
chr21	3273538	10.876
chr21	3384931	11.178
chr21	3537817	11.178
chr21	3606298	11.480
chr21	3854154	11.480
chr21	3917442	11.783
chr21	3917448	11.783
chr21	3917469	12.387
chr21	3917506	12.387
chr21	4073494	12.902
chr21	4100363	13.292
chr21	4100430	13.293
chr21	4143070	13.293
chr21	4183805	13.480
chr21	4208952	14.199
chr21	4219318	14.502
chr21	4280631	14.502
chr21	4329935	14.804
chr21	4329936	14.804
chr21	4415170	15.033
chr21	4442388	15.408
chr21	4442394	15.408
chr21	4520835	15.408
chr21	4612622	15.710
chr21	4665607	15.710
chr21	4719206	16.314
chr21	4719219	16.314
chr21	4866907	16.314
chr21	4881118	16.918
chr21	5051008	16.918
chr21	5051028	16.919
chr21	5147986	17.523
chr21	5148001	17.523
chr21	5328322	17.523
chr21	5399664	18.127
chr21	5752254	18.127
chr21	5854788	18.295
chr21	5937131	19.335
chr21	5937133	19.638
chr21	6056948	19.638
chr21	6110883	19.940
chr21	6125916	19.940
chr21	6125932	19.940
chr21	6241781	20.825
chr21	6245986	20.846
chr21	6245991	20.846
chr21	6246043	21.148
chr21	6479558	21.148
chr21	6530790	21.450
chr21	6599184	21.450
chr21	6723676	22.054
chr21	6742666	22.054
chr21	6755719	22.093
chr21	6844975	22.659
chr21	6940481	23.263
chr21	6974817	23.263
chr21	6977393	23.565
chr21	6984366	23.565
chr21	7088720	24.471
chr21	7123607	24.471
chr21	7180087	25.982
chr21	7248961	25.982
chr21	7253728	26.293
chr21	7416976	26.586
chr21	7571076	26.586
chr21	7651132	26.888
chr21	7862486	26.888
chr21	7955661	27.190
chr21	8070307	27.190
chr21	8206972	27.493
chr21	8237523	27.493
chr21	8237553	27.795
chr21	8442786	27.795
chr21	8472723	27.967
chr21	8600627	29.296
chr21	8604852	29.305
chr21	8604863	29.305
chr21	8797559	29.607
chr21	9100933	29.607
chr21	9131089	29.909
chr21	9353925	29.909
chr21	9414467	30.107
chr21	9539428	30.724
chr21	9539490	30.724
chr21	9593850	30.816
chr21	9632020	30.816
chr21	9745387	31.420
chr21	9754801	31.420
chr21	9786224	31.766
chr21	9950017	32.899
chr21	9972930	32.931
chr21	10044866	33.863
chr21	10066136	34.441
chr21	10194757	34.441
chr21	10271690	34.743
chr21	10348602	34.743
chr21	10406593	35.348
chr21	10455704	35.348
chr21	10455765	35.348
chr21	10532176	36.254
chr21	10644188	36.254
chr21	10733466	36.858
chr21	10859461	36.858
chr21	10948736	37.971
chr21	10965526	38.067
chr21	10965583	38.067
chr21	10999727	38.369
chr21	11158368	38.369
chr21	11230475	38.671
chr21	11230506	38.671
chr21	11322429	38.838
chr21	11396990	39.127
chr21	11397016	39.127
chr21	11448658	39.535
chr21	11468963	39.577
chr21	11468981	39.577
chr21	11486550	39.879
chr21	11657937	39.879
chr21	11714678	40.181
chr21	11730814	40.181
chr21	11772167	40.484
chr21	11820249	40.786
chr21	11870289	40.786
chr21	11884163	41.434
chr21	11884183	41.435
chr21	11964343	42.563
chr21	11964362	42.563
chr21	11975016	42.598
chr21	11975040	42.598
chr21	12033385	44.109
chr21	12042059	44.411
chr21	12098720	44.411
chr21	12183013	44.713
chr21	12203401	45.015
chr21	12203470	45.015
chr21	12215149	45.050
chr21	12228377	45.392
chr21	12260884	46.016
chr21	12272029	46.127
chr21	12304570	46.224
chr21	12305436	46.535
chr21	12305462	46.536
chr21	12360267	47.272
chr21	12422407	47.432
chr21	12422421	47.548
chr21	12422484	48.044
chr21	12431892	48.346
chr21	12431994	48.346
chr21	12432013	48.346
chr21	12496002	48.951
chr21	12561565	48.951
chr21	12585814	49.857
chr21	12585822	49.857
chr21	12585833	49.857
chr21	12644105	50.159
chr21	12683485	50.159
chr21	12724162	50.461
chr21	12946602	50.461
chr21	13028562	51.065
chr21	13359691	51.065
